Entry_ID,Player_ID,Team_ID,Match_ID,Entry_Date,Seed_Rank,Entry_Status
E0259,P0139,T028,M026,2025-02-23,4,Confirmed
E0260,P0140,T028,M026,2025-02-23,5,Confirmed
E0261,P0136,T028,M027,2025-03-05,1,Confirmed
E0262,P0137,T028,M027,2025-03-05,2,Confirmed
E0263,P0138,T028,M027,2025-03-05,3,Confirmed
E0264,P0139,T028,M027,2025-03-05,4,Confirmed
E0265,P0140,T028,M027,2025-03-05,5,Confirmed
E0266,P0321,T065,M027,2025-03-05,1,Confirmed
E0267,P0322,T065,M027,2025-03-05,2,Confirmed
E0268,P0323,T065,M027,2025-03-05,3,Confirmed
E0269,P0324,T065,M027,2025-03-05,4,Confirmed
E0270,P0325,T065,M027,2025-03-05,5,Confirmed
E0271,P0321,T065,M028,2025-02-28,1,Confirmed
E0272,P0322,T065,M028,2025-02-28,2,Confirmed
E0273,P0323,T065,M028,2025-02-28,3,Confirmed
E0274,P0324,T065,M028,2025-02-28,4,Confirmed
E0275,P0325,T065,M028,2025-02-28,5,Confirmed
E0276,P0376,T076,M028,2025-02-28,1,Confirmed
E0277,P0377,T076,M028,2025-02-28,2,Confirmed
E0278,P0378,T076,M028,2025-02-28,3,Confirmed
E0279,P0379,T076,M028,2025-02-28,4,Confirmed
E0280,P0380,T076,M028,2025-02-28,5,Confirmed
E0281,P0376,T076,M029,2025-03-02,1,Confirmed
E0282,P0377,T076,M029,2025-03-02,2,Confirmed
E0283,P0378,T076,M029,2025-03-02,3,Confirmed
E0284,P0379,T076,M029,2025-03-02,4,Confirmed
E0285,P0380,T076,M029,2025-03-02,5,Confirmed
E0286,P0546,T110,M029,2025-03-02,1,Confirmed
E0287,P0547,T110,M029,2025-03-02,2,Confirmed
E0288,P0548,T110,M029,2025-03-02,3,Confirmed
E0289,P0549,T110,M029,2025-03-02,4,Disqualified
E0290,P0550,T110,M029,2025-03-02,5,Disqualified
E0291,P0546,T110,M030,2025-03-04,1,Confirmed
E0292,P0547,T110,M030,2025-03-04,2,Confirmed
E0293,P0548,T110,M030,2025-03-04,3,Confirmed
E0294,P0549,T110,M030,2025-03-04,4,Confirmed
E0295,P0550,T110,M030,2025-03-04,5,Confirmed
E0296,P0436,T088,M030,2025-03-04,1,Confirmed
E0297,P0437,T088,M030,2025-03-04,2,Confirmed
E0298,P0438,T088,M030,2025-03-04,3,Confirmed
E0299,P0439,T088,M030,2025-03-04,4,Confirmed
E0300,P0440,T088,M030,2025-03-04,5,Confirmed
E0301,P0436,T088,M031,2025-03-06,1,Confirmed
E0302,P0437,T088,M031,2025-03-06,2,Confirmed
E0303,P0438,T088,M031,2025-03-06,3,Confirmed
E0304,P0439,T088,M031,2025-03-06,4,Disqualified
E0305,P0440,T088,M031,2025-03-06,5,Confirmed
E0306,P0156,T032,M031,2025-03-06,1,Confirmed
E0307,P0157,T032,M031,2025-03-06,2,Confirmed
E0308,P0158,T032,M031,2025-03-06,3,Confirmed
E0309,P0159,T032,M031,2025-03-06,4,Confirmed
E0310,P0160,T032,M031,2025-03-06,5,Confirmed
E0311,P0156,T032,M032,2025-02-26,1,Confirmed
E0312,P0157,T032,M032,2025-02-26,2,Confirmed
E0313,P0158,T032,M032,2025-02-26,3,Waitlist
E0314,P0159,T032,M032,2025-02-26,4,Confirmed
E0315,P0160,T032,M032,2025-02-26,5,Confirmed
E0316,P0301,T061,M032,2025-02-26,1,Confirmed
E0317,P0302,T061,M032,2025-02-26,2,Confirmed
E0318,P0303,T061,M032,2025-02-26,3,Confirmed
E0319,P0304,T061,M032,2025-02-26,4,Confirmed
E0320,P0305,T061,M032,2025-02-26,5,Confirmed
E0321,P0301,T061,M033,2025-03-05,1,Confirmed
E0322,P0302,T061,M033,2025-03-05,2,Confirmed
E0323,P0303,T061,M033,2025-03-05,3,Confirmed
E0324,P0304,T061,M033,2025-03-05,4,Confirmed
E0325,P0305,T061,M033,2025-03-05,5,Confirmed
E0326,P0391,T079,M033,2025-03-05,1,Confirmed
E0327,P0392,T079,M033,2025-03-05,2,Confirmed
E0328,P0393,T079,M033,2025-03-05,3,Confirmed
E0329,P0394,T079,M033,2025-03-05,4,Confirmed
E0330,P0395,T079,M033,2025-03-05,5,Withdrawn
E0331,P0391,T079,M034,2025-02-27,1,Withdrawn
E0332,P0392,T079,M034,2025-02-27,2,Confirmed
E0333,P0393,T079,M034,2025-02-27,3,Withdrawn
E0334,P0394,T079,M034,2025-02-27,4,Withdrawn
E0335,P0395,T079,M034,2025-02-27,5,Confirmed
E0336,P0121,T025,M034,2025-02-27,1,Withdrawn
E0337,P0122,T025,M034,2025-02-27,2,Withdrawn
E0338,P0123,T025,M034,2025-02-27,3,Withdrawn
E0339,P0124,T025,M034,2025-02-27,4,Withdrawn
E0340,P0125,T025,M034,2025-02-27,5,Withdrawn
E0341,P0121,T025,M035,2025-02-27,1,Confirmed
E0342,P0122,T025,M035,2025-02-27,2,Confirmed
E0343,P0123,T025,M035,2025-02-27,3,Confirmed
E0344,P0124,T025,M035,2025-02-27,4,Confirmed
E0345,P0125,T025,M035,2025-02-27,5,Confirmed
E0346,P0581,T117,M035,2025-02-27,1,Confirmed
E0347,P0582,T117,M035,2025-02-27,2,Confirmed
E0348,P0583,T117,M035,2025-02-27,3,Confirmed
E0349,P0584,T117,M035,2025-02-27,4,Confirmed
E0350,P0585,T117,M035,2025-02-27,5,Confirmed
E0351,P0581,T117,M036,2025-02-26,1,Confirmed
E0352,P0582,T117,M036,2025-02-26,2,Confirmed
E0353,P0583,T117,M036,2025-02-26,3,Confirmed
E0354,P0584,T117,M036,2025-02-26,4,Confirmed
E0355,P0585,T117,M036,2025-02-26,5,Confirmed
E0356,P0381,T077,M036,2025-02-26,1,Confirmed
E0357,P0382,T077,M036,2025-02-26,2,Confirmed
E0358,P0383,T077,M036,2025-02-26,3,Confirmed
E0359,P0384,T077,M036,2025-02-26,4,Confirmed
E0360,P0385,T077,M036,2025-02-26,5,Confirmed
E0361,P0381,T077,M037,2025-03-06,1,Confirmed
E0362,P0382,T077,M037,2025-03-06,2,Confirmed
E0363,P0383,T077,M037,2025-03-06,3,Confirmed
E0364,P0384,T077,M037,2025-03-06,4,Confirmed
E0365,P0385,T077,M037,2025-03-06,5,Confirmed
E0366,P0211,T043,M037,2025-03-06,1,Confirmed
E0367,P0212,T043,M037,2025-03-06,2,Confirmed
E0368,P0213,T043,M037,2025-03-06,3,Confirmed
E0369,P0214,T043,M037,2025-03-06,4,Confirmed
E0370,P0215,T043,M037,2025-03-06,5,Confirmed
E0371,P0211,T043,M038,2025-02-26,1,Withdrawn
E0372,P0212,T043,M038,2025-02-26,2,Confirmed
E0373,P0213,T043,M038,2025-02-26,3,Confirmed
E0374,P0214,T043,M038,2025-02-26,4,Confirmed
E0375,P0215,T043,M038,2025-02-26,5,Confirmed
E0376,P0251,T051,M038,2025-02-26,1,Confirmed
E0377,P0252,T051,M038,2025-02-26,2,Confirmed
E0378,P0253,T051,M038,2025-02-26,3,Confirmed
E0379,P0254,T051,M038,2025-02-26,4,Confirmed
E0380,P0255,T051,M038,2025-02-26,5,Confirmed
E0381,P0251,T051,M039,2025-03-01,1,Confirmed
E0382,P0252,T051,M039,2025-03-01,2,Confirmed
E0383,P0253,T051,M039,2025-03-01,3,Confirmed
E0384,P0254,T051,M039,2025-03-01,4,Confirmed
E0385,P0255,T051,M039,2025-03-01,5,Confirmed
E0386,P0486,T098,M039,2025-03-01,1,Confirmed
E0387,P0487,T098,M039,2025-03-01,2,Confirmed
E0388,P0488,T098,M039,2025-03-01,3,Disqualified
E0389,P0489,T098,M039,2025-03-01,4,Confirmed
E0390,P0490,T098,M039,2025-03-01,5,Confirmed
E0391,P0486,T098,M040,2025-02-25,1,Confirmed
E0392,P0487,T098,M040,2025-02-25,2,Confirmed
E0393,P0488,T098,M040,2025-02-25,3,Confirmed
E0394,P0489,T098,M040,2025-02-25,4,Confirmed
E0395,P0490,T098,M040,2025-02-25,5,Confirmed
E0396,P0411,T083,M040,2025-02-25,1,Confirmed
E0397,P0412,T083,M040,2025-02-25,2,Confirmed
E0398,P0413,T083,M040,2025-02-25,3,Confirmed
E0399,P0414,T083,M040,2025-02-25,4,Confirmed
E0400,P0415,T083,M040,2025-02-25,5,Confirmed
E0401,P0411,T083,M041,2025-03-05,1,Confirmed
E0402,P0412,T083,M041,2025-03-05,2,Confirmed
E0403,P0413,T083,M041,2025-03-05,3,Confirmed
E0404,P0414,T083,M041,2025-03-05,4,Confirmed
E0405,P0415,T083,M041,2025-03-05,5,Confirmed
E0406,P0496,T100,M041,2025-03-05,1,Confirmed
E0407,P0497,T100,M041,2025-03-05,2,Confirmed
E0408,P0498,T100,M041,2025-03-05,3,Confirmed
E0409,P0499,T100,M041,2025-03-05,4,Confirmed
E0410,P0500,T100,M041,2025-03-05,5,Confirmed
E0411,P0496,T100,M042,2025-03-06,1,Disqualified
E0412,P0497,T100,M042,2025-03-06,2,Confirmed
E0413,P0498,T100,M042,2025-03-06,3,Confirmed
E0414,P0499,T100,M042,2025-03-06,4,Confirmed
E0415,P0500,T100,M042,2025-03-06,5,Confirmed
E0416,P0511,T103,M042,2025-03-06,1,Confirmed
E0417,P0512,T103,M042,2025-03-06,2,Confirmed
E0418,P0513,T103,M042,2025-03-06,3,Confirmed
E0419,P0514,T103,M042,2025-03-06,4,Confirmed
E0420,P0515,T103,M042,2025-03-06,5,Confirmed
E0421,P0511,T103,M043,2025-03-08,1,Withdrawn
E0422,P0512,T103,M043,2025-03-08,2,Confirmed
E0423,P0513,T103,M043,2025-03-08,3,Withdrawn
E0424,P0514,T103,M043,2025-03-08,4,Confirmed
E0425,P0515,T103,M043,2025-03-08,5,Withdrawn
E0426,P0396,T080,M043,2025-03-08,1,Withdrawn
E0427,P0397,T080,M043,2025-03-08,2,Withdrawn
E0428,P0398,T080,M043,2025-03-08,3,Withdrawn
E0429,P0399,T080,M043,2025-03-08,4,Confirmed
E0430,P0400,T080,M043,2025-03-08,5,Withdrawn
E0431,P0396,T080,M044,2025-03-02,1,Confirmed
E0432,P0397,T080,M044,2025-03-02,2,Confirmed
E0433,P0398,T080,M044,2025-03-02,3,Confirmed
E0434,P0399,T080,M044,2025-03-02,4,Confirmed
E0435,P0400,T080,M044,2025-03-02,5,Confirmed
E0436,P0176,T036,M044,2025-03-02,1,Confirmed
E0437,P0177,T036,M044,2025-03-02,2,Confirmed
E0438,P0178,T036,M044,2025-03-02,3,Confirmed
E0439,P0179,T036,M044,2025-03-02,4,Confirmed
E0440,P0180,T036,M044,2025-03-02,5,Confirmed
E0441,P0176,T036,M045,2025-03-07,1,Confirmed
E0442,P0177,T036,M045,2025-03-07,2,Confirmed
E0443,P0178,T036,M045,2025-03-07,3,Confirmed
E0444,P0179,T036,M045,2025-03-07,4,Confirmed
E0445,P0180,T036,M045,2025-03-07,5,Confirmed
E0446,P0426,T086,M045,2025-03-07,1,Confirmed
E0447,P0427,T086,M045,2025-03-07,2,Confirmed
E0448,P0428,T086,M045,2025-03-07,3,Confirmed
E0449,P0429,T086,M045,2025-03-07,4,Confirmed
E0450,P0430,T086,M045,2025-03-07,5,Confirmed
E0451,P0426,T086,M046,2025-03-02,1,Confirmed
E0452,P0427,T086,M046,2025-03-02,2,Confirmed
E0453,P0428,T086,M046,2025-03-02,3,Confirmed
E0454,P0429,T086,M046,2025-03-02,4,Confirmed
E0455,P0430,T086,M046,2025-03-02,5,Confirmed
E0456,P0266,T054,M046,2025-03-02,1,Confirmed
E0457,P0267,T054,M046,2025-03-02,2,Confirmed
E0458,P0268,T054,M046,2025-03-02,3,Confirmed
E0459,P0269,T054,M046,2025-03-02,4,Confirmed
E0460,P0270,T054,M046,2025-03-02,5,Confirmed
E0461,P0266,T054,M047,2025-03-04,1,Confirmed
E0462,P0267,T054,M047,2025-03-04,2,Confirmed
E0463,P0268,T054,M047,2025-03-04,3,Confirmed
E0464,P0269,T054,M047,2025-03-04,4,Confirmed
E0465,P0270,T054,M047,2025-03-04,5,Confirmed
E0466,P0596,T120,M047,2025-03-04,1,Confirmed
E0467,P0597,T120,M047,2025-03-04,2,Confirmed
E0468,P0598,T120,M047,2025-03-04,3,Confirmed
E0469,P0599,T120,M047,2025-03-04,4,Confirmed
E0470,P0600,T120,M047,2025-03-04,5,Confirmed
E0471,P0596,T120,M048,2025-03-01,1,Confirmed
E0472,P0597,T120,M048,2025-03-01,2,Confirmed
E0473,P0598,T120,M048,2025-03-01,3,Confirmed
E0474,P0599,T120,M048,2025-03-01,4,Confirmed
E0475,P0600,T120,M048,2025-03-01,5,Confirmed
E0476,P0281,T057,M048,2025-03-01,1,Confirmed
E0477,P0282,T057,M048,2025-03-01,2,Confirmed
E0478,P0283,T057,M048,2025-03-01,3,Withdrawn
